9 0 9	.C....BC.PTUBAAPTUYYYOTU..DOLL..D... 
19 10 9	.CD.TU.CDPTUAA.PTU.YYY..B..OLLB..O.. B97 P98 T99 U99 A99 Y95 O99 D96 
19 13 6	..DP....DPTU..AATUBYYYTUBC.OLL.C.O.. C96 D96 P99 T98 U98 A97 B98 Y95 O99 
19 10 9	.CD.TU.CDPTU.AAPTU...YYYB..OLLB..O.. B97 P98 T99 U99 A98 Y97 O99 D96 
19 10 9	BCD.TUBCD.TUAA.PTUYYYP.....OLL...O.. B99 P97 T99 U99 A99 Y94 O99 D96 
19 13 6	..DP....DPTUAA..TUYYY.TUBC.OLLBC.O.. C96 P99 T98 U98 B97 A97 Y94 D96 O99 
19 13 6	..DPT...DPTU.AA.TUYYY..UBC.OLLBC.O.. C96 P99 T99 U98 B97 A96 Y94 D96 O99 
19 10 9	....TU...PTUAA.PTUBCYYY.BCDOLL..DO.. P98 T99 U99 A97 B98 C97 Y98 O99 
19 13 6	BCDP..BCDPTU..AATUYYYOTU...OLL...... B99 P99 T98 U98 A97 Y94 O98 D96 
20 14 6	..DPT...DPTU.AA.TUYYYO.UBC.OLLBC.... C96 P99 T99 U98 B97 A96 Y94 D96 O98 
20 14 6	..DPT.B.DPTUBAA.TU.YYY.U.C.OLL.C.O.. C96 P99 T99 U98 B94 A96 Y95 D96 O99 
20 14 6	..DPT...DPTUBAA.TUBCYYYU.C.OLL...O.. C97 D96 P99 T99 U98 A96 B97 Y96 O99 
20 14 6	B.DP..BCDPTU.CAATUYYYOTU...OLL...... C99 B99 P99 T98 U98 A97 Y94 O98 D96 
20 14 6	..DP.U..DPTUBAA.TUBYYYT..C.OLL.C.O.. B97 D96 P99 U99 T98 A96 Y95 C96 O99 
20 14 6	..DP....DPTUAA..TUYYYOTUBC.OLLBC.... C96 P99 T98 U98 B97 A97 Y94 D96 O98 
20 14 6	..DP.UB.DPTUBAA.TU.YYYT..C.OLL.C.O.. C96 P99 T98 U99 B94 A96 Y95 D96 O99 
20 14 6	..DP..B.DPTUB.AATU.YYYTU.C.OLL.C.O.. B98 D96 P99 T98 U98 A97 Y95 C96 O99 
20 14 6	..DPT...DPTUBAA.TUBYYY.U.C.OLL.C.O.. C96 P99 T99 U98 B95 A96 Y95 D96 O99 
20 14 6	..DP.UBCDPTUBCAATUYYYOT....OLL...... C99 D96 P99 T98 U99 A97 Y94 B94 O98 
20 14 6	B.DPT.B.DPTU.AA.TUYYYO.U.C.OLL.C.... C96 B99 P99 T99 U98 A96 Y94 O98 D96 
20 14 6	B.DP..B.DPTU.AA.TU.YYYTU.C.OLL.C.O.. C96 B99 P99 T98 U98 A96 Y95 O99 D96 
20 11 9	B...TUB..PTUAA.PTU..DYYY.CDOLL.C.O.. C96 B99 P98 T99 U99 A97 Y97 O99 D99 
20 14 6	..DPT.B.DPTUBAA.TU.CYYYU.C.OLL...O.. C97 D96 P99 T99 U98 A96 B96 Y96 O99 
20 14 6	..DP....DPTU.AA.TU.YYYTUBC.OLLBC.O.. C96 P99 T98 U98 B97 A96 Y95 D96 O99 
20 11 9	.CDP.U.CDPTUAA.OTUYYYOT.B...LLB..... B97 P99 T98 U99 A99 Y94 O97 D96 
20 14 6	..DPT...DPTUBAA.TUB.YYYU.C.OLL.C.O.. C96 D96 P99 T99 U98 B95 A96 Y96 O99 
20 11 9	.CDPTU.CDPTU.AAOTUYYYO..B...LLB..... B97 P99 T99 U99 A98 Y94 O97 D96 
20 11 9	...P.UB..PTUBAAOTUYYYOT..CD.LL.CD... C96 P99 T98 U99 A98 Y96 O97 
20 11 9	....TU...PTUBAAPTUB.DYYY.CDOLL.C.O.. P98 T99 U99 B99 A98 D99 Y97 C96 O99 
20 11 9	.CDPT..CDPTUAA.OTUYYYO.UB...LLB..... B97 P99 T99 U98 A99 Y94 O97 D96 
20 11 9	....TU...PTU.AAPTUBYYY..BCDOLL.CDO.. P98 T99 U99 A98 B98 Y97 C96 O99 
20 11 9	.........PTU.AAPTUYYY.TUBCDOLLBCDO.. P98 T98 A98 Y96 B97 C96 O99 
20 14 6	..DP....DPTUB.AATUBYYYTU.C.OLL.C.O.. B97 D96 P99 U98 T98 A97 Y95 C96 O99 
20 14 6	..DP...CDPTUBCAATUBYYYTU...OLL...O.. C99 D96 P99 T98 U98 B97 A97 Y95 O99 
20 14 6	..DP....DPTU.AA.TUBYYYTUBC.OLL.C.O.. C96 D96 P99 T98 U98 A96 B98 Y95 O99 
20 11 9	...PTU...PTUAA.OTUYYYO..BCD.LLBCD... C96 P99 T99 B97 U99 A97 Y96 O97 
20 14 6	..DPT.B.DPTUBAA.TU..YYYU.C.OLL.C.O.. C96 D96 P99 T99 B94 U98 A96 Y96 O99 
20 14 6	.CDP..BCDPTUB.AATUYYYOTU...OLL...... B98 D96 P99 T98 U98 A97 Y94 O98 
20 14 6	..DPTUB.DPTUBAA.TUYYYO...C.OLL.C.... B98 D96 P99 T99 U99 A96 Y94 C96 O98 
20 11 9	....TU...PTUAA.PTU.YYY..BCDOLLBCDO.. P98 T99 U99 A97 Y97 B97 C96 O99 
20 11 9	B.....B..PTUAA.PTUYYY.TU.CDOLL.CDO.. C96 B99 P98 T98 A97 Y96 O99 
20 11 9	....TU...PTU.AAPTU.YYY..BCDOLLBCDO.. P98 T99 U99 A98 Y97 B97 C96 O99 
20 11 9	B..PT.B..PTU.AAOTUYYYO.U.CDLL..CD... C96 B99 P99 T99 A98 Y96 O97 L99 
20 11 9	B.....B...TUAA.PTUYYYPTU.CDOLL.CDO.. C96 B99 P97 T98 A97 Y96 O99 
20 11 9	...PTU...PTU.AAOTUYYYO..BCD.LLBCD... C96 P99 T99 B97 U99 A98 Y96 O97 
20 11 9	...PT....PTUAA.OTUYYYO.UBCDLL.BCD... C96 P99 T99 B97 A97 Y96 O97 L99 
18 12 6	...PT....PT.AA.OT.YYYO.UBCDLLUBCD..U C96 P99 T99 B97 U98 A97 Y96 O97 L99 
19 13 6	...P.....PT.AA.OT.YYYOTUBCDLLUBCD..U C96 P99 T98 B97 U98 A97 Y96 O97 L99 
19 13 6	...PT....PT..AAOT.YYYO.UBCDLLUBCD..U C96 P99 T99 B97 U98 A96 Y96 O97 L99 
20 14 6	..DP.UB.DPTUBAA.TUYYY.T..C.OLL.C.O.. B98 D96 P99 T98 U99 A96 Y94 C96 O99 
20 14 6	..DP...CDPTU.CAATUYYYOTUB..OLLB..... C99 D96 P99 T98 U98 A97 Y94 O98 B97 
20 14 6	...P.....PT..AAOT.YYYOTUBCDLLUBCD..U C96 P99 T98 B97 U98 A96 Y96 O97 L99 
20 14 6	..DP..BCDPTUBCAATU.YYYTU...OLL...O.. B98 D96 P99 C99 T98 U98 A97 Y95 O99 
20 11 9	B..P..B..PTUAA.OTUYYYOTU.CD.LL.CD... C96 B99 P99 T98 A97 Y96 O97 
20 14 6	..DPT.B.DPTUBAA.TUYYY..U.C.OLL.C.O.. B98 D96 P99 T99 U98 A96 Y94 C96 O99 
20 14 6	..DP..B.DPTUB.AATUYYY.TU.C.OLL.C.O.. B98 D96 P99 T98 U98 A97 Y94 C96 O99 
20 14 6	..DPT.B.DPTUB.AATUYYYO.U.C.OLL.C.... B98 D96 P99 T99 U98 A97 Y94 C96 O98 
20 11 9	B...T.B..PTU.AAPTUYYYO.U.CDOLL.CD... C96 B99 P98 T99 A98 Y96 O98 
20 11 9	.C.PT..CDPTUAAD.TU.YYY.UB..OLLB..O.. B97 P99 T99 U98 A99 Y95 O99 D95 
20 11 9	....T....PTU.AAPTUYYYO.UBCDOLLBCD... P98 T99 A98 Y96 O98 B97 C96 
20 14 6	..DP..BCDPTUBCAATUYYY.TU...OLL...O.. B98 D96 P99 C99 T98 U98 A97 Y94 O99 
20 14 6	..DP.U..DPTU.AA.TUYYYOT.BC.OLLBC.... C96 P99 T98 U99 B97 A96 Y94 D96 O98 
20 11 9	....TU....TU.AAPTUYYYP..BCDOLLBCDO.. P97 T99 U99 A98 Y96 B97 C96 O99 
20 14 6	.CDP..BCDPTUBAA.TUYYYOTU...OLL...... B98 D96 P99 T98 U98 A98 Y94 O98 
20 11 9	.CD..U.CD.TUAA.PTUYYYPT.B..OLLB..O.. B97 P97 T98 U99 A99 Y94 O99 D96 
20 11 9	.CD..U.CDPTUAA.PTUYYY.T.B..OLLB..O.. B97 P98 T98 U99 A99 Y94 O99 D96 
20 11 9	.C.P.U.CDPTUAAD.TUYYY.T.B..OLLB..O.. B97 P99 T98 U99 A99 Y94 O99 D95 
20 11 9	.CD.T..CD.TUAA.PTUYYYP.UB..OLLB..O.. B97 P97 T99 U98 A99 Y94 O99 D96 
20 11 9	.CD.T..CDPTUAA.PTUYYY..UB..OLLB..O.. B97 P98 T99 U98 A99 Y94 O99 D96 
20 11 9	.C.PT..CDPTUAAD.TUYYY..UB..OLLB..O.. B97 P99 T99 U98 A99 Y94 O99 D95 
20 11 9	.C.P.U.CDPTUAAD.TUBYYYT.B..OLL...O.. B98 P99 T98 U99 A99 Y95 O99 D95 
20 11 9	.........PTUAA.PTU.YYYTUBCDOLLBCDO.. P98 T98 A97 Y97 B97 C96 O99 
20 11 9	B...TUB..PTUAA.PTU.YYY...CDOLL.CDO.. C96 B99 P98 T99 U99 A97 Y97 O99 
20 11 9	.CD..U.CDPTUAA.PTU.YYYT.B..OLLB..O.. B97 P98 T98 U99 A99 Y95 O99 D96 
20 11 9	.C.P.U.CDPTUAAD.TU.YYYT.B..OLLB..O.. B97 P99 T98 U99 A99 Y95 O99 D95 
20 11 9	.CD.T..CDPTUAA.PTUBYYY.UB..OLL...O.. B98 P98 T99 U98 A99 Y95 O99 D96 
20 11 9	.C.PT..CDPTUAAD.TUBYYY.UB..OLL...O.. B98 P99 T99 U98 A99 Y95 O99 D95 
20 14 6	..DP.UB.DPTUB.AATUYYYOT..C.OLL.C.... B98 D96 P99 U99 T98 A97 Y94 C96 O98 
20 11 9	...PTUB..PTUBAAOTUYYYO...CDLL..CD... C96 P99 T99 U99 A98 Y96 O97 L99 
20 11 9	B.D.TUB.DPTUAA.PTU...YYY.C.OLL.C.O.. C96 B99 P98 T99 U99 A97 Y97 O99 D96 
20 14 6	B.DP..B.DPTU..AATUYYYOTU.C.OLL.C.... C96 B99 P99 T98 U98 A97 Y94 O98 D96 
20 11 9	.CD.TU.CDPTU.AAPTUBYYY..B..OLL...O.. B98 P98 T99 U99 A98 Y95 O99 D96 
20 11 9	B..PTUB..PTUAA.OTUYYYO...CD.LL.CD... C96 B99 P99 T99 U99 A97 Y96 O97 
20 11 9	....TU...PTUBAAPTUBCDYYY.CDOLL...O.. P98 T99 U99 B99 A98 C97 D99 Y97 O99 
20 11 9	..D.TU..DPTUAA.PTUB..YYYBC.OLL.C.O.. C96 P98 T99 U99 B98 A97 Y97 D96 O99 
20 11 9	B.D.TUB.DPTUAA.PTU.C.YYY.C.OLL...O.. C97 B99 P98 T99 U99 A97 Y97 O99 D96 
20 11 9	...PT....PTU.AAOTUYYYO.UBCDLL.BCD... C96 P99 T99 B97 A98 Y96 O97 L99 
20 11 9	...P.....PTUAA.OTUYYYOTUBCD.LLBCD... C96 P99 T98 B97 A97 Y96 O97 
20 14 6	B.DP..B.DPTU.AA.TUYYY.TU.C.OLL.C.O.. C96 B99 P99 T98 U98 A96 Y94 O99 D96 
20 11 9	..D.TU..DPTUAA.PTU...YYYBC.OLLBC.O.. C96 P98 T99 U99 B97 A97 Y97 D96 O99 
20 11 9	BC.PT.BCDPTUAAD.TU.YYY.U...OLL...O.. B99 P99 T99 U98 A99 Y95 O99 D95 
20 11 9	.........PTU.AAPTU.YYYTUBCDOLLBCDO.. P98 T98 A98 Y97 B97 C96 O99 
20 11 9	.CD.TU.CDPTU.AAPTUYYY...B..OLLB..O.. B97 P98 T99 U99 A98 Y94 O99 D96 
20 11 9	B...TUB..PTU.AAPTU.YYY...CDOLL.CDO.. C96 P98 T99 B99 U99 A98 Y97 O99 
20 14 6	B.DP.UB.DPTU.AA.TUYYYOT..C.OLL.C.... C96 B99 P99 T98 U99 A96 Y94 O98 D96 
20 11 9	....TU...PTU.AAPTUBCDYYYBCDOLL...O.. P98 T99 U99 A98 B98 C97 D99 Y97 O99 
20 11 9	BCD..UBCD.TUAA.PTUYYYPT....OLL...O.. B99 P97 T98 U99 A99 Y94 O99 D96 
20 11 9	BCD..UBCDPTUAA.PTUYYY.T....OLL...O.. B99 P98 T98 U99 A99 Y94 O99 D96 
20 11 9	BC.P.UBCDPTUAAD.TUYYY.T....OLL...O.. B99 P99 T98 U99 A99 Y94 O99 D95 
20 11 9	BCD.T.BCD.TUAA.PTUYYYP.U...OLL...O.. B99 P97 T99 U98 A99 Y94 O99 D96 
20 11 9	BCD.T.BCDPTUAA.PTUYYY..U...OLL...O.. B99 P98 T99 U98 A99 Y94 O99 D96 
20 14 6	B..P..B..PT.AA.OT.YYYOTU.CDLLU.CD..U C96 P99 T98 B99 U98 A97 Y96 O97 L99 
20 11 9	BC.PT.BCDPTUAAD.TUYYY..U...OLL...O.. B99 P99 T99 U98 A99 Y94 O99 D95 
20 11 9	BCD.TUBCD.TU.AAPTUYYYP.....OLL...O.. B99 P97 T99 U99 A98 Y94 O99 D96 
20 11 9	BCD.TUBCDPTU.AAPTUYYY......OLL...O.. B99 P98 T99 U99 A98 Y94 O99 D96 
20 11 9	B...TUB..PTU.AAPTU..DYYY.CDOLL.C.O.. C96 B99 P98 T99 U99 A98 Y97 O99 D99 
20 11 9	BCD.TUBCDPTUAA.PTUYYYO.....OLL...... B99 P98 T99 U99 A99 Y94 O98 D96 
20 11 9	B..PTUB..PTU.AAOTUYYYO...CD.LL.CD... C96 P99 T99 B99 U99 A98 Y96 O97 
20 11 9	BC.PTUBCDPTUAAD.TUYYYO.....OLL...... B99 P99 T99 U99 A99 Y94 O98 D95 
20 11 9	.CD.T..CDPTUAA.PTU..YYYUB..OLLB..O.. B97 P98 T99 U98 A99 Y96 O99 D96 
20 11 9	.C.PT..CDPTUAAD.TU..YYYUB..OLLB..O.. B97 P99 T99 U98 A99 Y96 O99 D95 
20 11 9	.........PTUAA.PTUBYYYTUBCDOLL.CDO.. P98 T98 A97 B98 Y97 C96 O99 
20 11 9	...PT.B..PT.BAAOTUYYYO.U.CDLLU.CD... C96 P99 T99 U99 A98 Y96 O97 L99 
20 11 9	....TU...PTUBAAPTUBYYY...CDOLL.CDO.. P98 T99 U99 B99 A98 Y97 C96 O99 
20 11 9	BCD.T.BCDPTUAA.PTU..YYYU...OLL...O.. B99 P98 T99 U98 A99 Y96 O99 D96 
20 11 9	BC.PT.BCDPTUAAD.TU..YYYU...OLL...O.. B99 P99 T99 U98 A99 Y96 O99 D95 
20 11 9	....TU...PTUAA.PTUBCDYYYBCDOLL...O.. P98 T99 U99 A97 B98 C97 D99 Y97 O99 
20 11 9	....TU....TUAA.PTUYYYP..BCDOLLBCDO.. P97 T99 U99 A97 Y96 B97 C96 O99 
20 11 9	...P..B..PTUBAAOTUYYYOTU.CDLL..CD... C96 P99 T98 A98 Y96 O97 L99 
20 11 9	....TU...PTUAA.PTUYYY...BCDOLLBCDO.. P98 T99 U99 A97 Y96 B97 C96 O99 
20 11 9	.CD.TU.CDPTU.AAPTUB.YYY.B..OLL...O.. B98 P98 T99 U99 A98 Y96 O99 D96 
20 11 9	B...TUB..PTU.AAPTU.CDYYY.CDOLL...O.. C97 P98 T99 U99 B99 A98 Y97 D99 O99 
20 11 9	....TU...PTUAA.PTU.CDYYYBCDOLLB..O.. P98 T99 U99 A97 C97 D99 Y97 B97 O99 
20 11 9	.CD.TU.CDPTUAA.PTUYYYO..B..OLLB..... B97 P98 T99 U99 A99 Y94 O98 D96 
20 11 9	.C.PTU.CDPTUAAD.TUYYYO..B..OLLB..... B97 P99 T99 U99 A99 Y94 O98 D95 
20 11 9	BCDPTUBCDPTUAA.OTUYYYO..LL.......... B99 P99 T99 U99 A99 Y94 O97 D96 L96 
18 12 6	BCDP.UBCDP.UAA.O.UYYYOT.LL..T.....T. B99 P99 T96 U99 A99 Y94 O97 D96 L96 
16 13 3	BCDP..BCDP..AA.O..YYYOTULL..TU....TU B99 P99 T96 U96 A99 Y94 O97 D96 L96 
14 14 0	BCDP..BCDP..AA....YYYOTULL.OTU....TU B99 P99 T96 U96 A99 Y94 O96 D96 L96 
14 14 0	BCDP..BCDP..AA....YYY.TULL.OTU...OTU B99 P99 T96 U96 A99 Y94 O95 D96 L96 
15 15 0	BCDP..BCDP...AA...YYYOTULL.OTU....TU B99 P99 T96 U96 A98 Y94 O96 D96 L96 
15 15 0	BCDP..BCDP....AA..YYYOTULL.OTU....TU B99 P99 T96 U96 A97 Y94 O96 D96 L96 
15 15 0	BCDP..BCDP.....AA.YYYOTULL.OTU....TU B99 P99 T96 U96 A96 Y94 O96 D96 L96 
15 15 0	BCDP..BCDP......AAYYYOTULL.OTU....TU B99 P99 T96 U96 A95 Y94 O96 D96 L96 
