4 0 4	VVBC....BCDEAABCDEHJ..F.HJNNF..KK.F. 
12 8 4	..B.VV..BCD.AABCDE.J.CFEHJNNF.HKK.F. V96 B98 C99 E97 H99 
12 8 4	..BVV...BCD.AABCDE.J.CFEHJNNF.HKK.F. V97 B98 C99 E97 H99 
12 8 4	VV..D...BCD.AABCFE..BCFEHJNNF.HJKK.. B99 C99 D99 E99 H99 J99 F99 K99 
12 9 3	..BCVV..BCD.AABCD.....F.HJNNFEHJKKFE V96 B98 C98 E97 H99 J99 K99 
12 9 3	..VVD...BCD.AABCF...BCFEHJNNFEHJ.KK. V98 B99 C99 D99 E98 H99 J99 F99 K98 
12 9 3	.VV.D...BCD.AABCF...BCF.HJNNFEHJKK.E V99 B99 C99 D99 E97 H99 J99 F99 K99 
12 8 4	.VV.D...BCDEAABCFE.JBCF.HJNNF.H...KK V99 B99 C99 D99 H99 F99 K97 
12 8 4	..VVD...BCDEAABCFE..BCF.HJNNF.HJKK.. V98 B99 C99 D99 H99 J99 F99 K99 
12 9 3	..BCVV..BCD.AABCD.....FEHJNNFEHJKKF. V96 B98 C98 E98 H99 J99 K99 
12 8 4	VV..D...BCD.AABCFE..BCFEHJNNF.HJ.KK. B99 C99 D99 E99 H99 J99 F99 K98 
12 8 4	.VVCD...BCD.AABCFE.JB.FEHJNNF.H...KK V99 B99 D99 E97 H99 F99 K97 
12 8 4	..VVD...BCD.AABCFE.JBCFEHJNNF.H..KK. V98 B99 C99 D99 E99 H99 F99 K98 
12 8 4	..VVD...BCD.AABCFE.JBCFEHJNNF.H.KK.. V98 B99 C99 D99 E99 H99 F99 K99 
12 8 4	.VVCD...BCDEAABCFE..B.F.HJNNF.HJ..KK V99 B99 D99 H99 J99 F99 K97 
13 9 4	VV..D...BCD.AABCFE..BCFEHJNNF.HJ..KK B99 C99 D99 E97 H99 J99 F99 K97 
13 9 4	.VV.D...BCD.AABCFE..BCFEHJNNF.HJ.KK. V99 B99 C99 D99 E99 H99 J99 F99 K98 
13 9 4	..VVD...BCD.AABCFE..BCFEHJNNF.HJ..KK V98 B99 C99 D99 E99 H99 J99 F99 K97 
13 9 4	..VVD...BCD.AABCFE..BCFEHJNNF.HJ.KK. V98 B99 C99 D99 E99 H99 J99 F99 K98 
13 9 4	..BVV...BCDEAABCDE...CF.HJNNF.HJKKF. V97 B98 C99 E98 H99 J99 K99 
13 9 4	..BCVV..BCD.AABCDE....FEHJNNF.HJKKF. V96 B98 C98 E99 H99 J99 K99 
13 9 4	.VVCD...BCD.AABCFE..B.FEHJNNF.HJ..KK V99 B99 D99 E97 H99 J99 F99 K97 
13 9 4	..VVD...BCD.AABCFEH.BCFEHJNNF..J..KK V98 B99 C99 D99 E97 J99 F99 K97 
13 9 4	.VV.D...BCD.AABCFE..BCFEHJNNF.HJ..KK V99 B99 C99 D99 E99 H99 J99 F99 K97 
13 9 4	.VV.D...BCD.AABCFEH.BCFEHJNNF..JKK.. V99 B99 C99 D99 E99 J99 F99 K95 
13 9 4	.VVCD...BCDEAABCFE..B.F.HJNNF.HJKK.. V99 B99 D99 E96 H99 J99 F99 K99 
13 9 4	..B.VV..BCD.AABCDE...CFEHJNNF.HJKKF. V96 B98 C99 E97 H99 J99 K99 
13 9 4	.VVCD...BCD.AABCFE..B.FEHJNNF.HJ.KK. V99 B99 D99 E95 H99 J99 F99 K98 
13 9 4	..VVD...BCD.AABCFE..BCFEHJNNF.HJ..KK V98 B99 C99 D99 E99 H99 J99 F99 K97 
13 9 4	..VVD...BCD.AABCFE.JBCFEHJNNF.H..KK. V98 B99 C99 D99 E95 H99 F99 K98 
13 9 4	.VV.D...BCD.AABCFE..BCFEHJNNF.HJKK.. V99 B99 C99 D99 E99 H99 J99 F99 K99 
13 10 3	.VV.D...BCD.AABCF..JBCFEHJNNFEH...KK V99 B99 C99 D99 E98 H99 J98 F99 K97 
13 9 4	..VVD...BCD.AABCFE..BCFEHJNNF.HJKK.. V98 B99 C99 D99 E99 H99 J99 F99 K99 
13 9 4	.VV.D...BCD.AABCFE..BCFEHJNNF.HJ..KK V99 B99 C99 D99 E99 H99 J99 F99 K97 
13 9 4	..VVD...BCD.AABCFEH.BCFEHJNNF..J.KK. V98 B99 C99 D99 E95 J99 F99 K98 
13 9 4	...CVV..BCD.AABCDE..B.FEHJNNF.HJKKF. V96 B99 C98 E95 H99 J99 K99 
13 9 4	..BVV...BCD.AABCDE...CFEHJNNF.HJKKF. V97 B98 C99 E97 H99 J99 K99 
13 9 4	..VVD...BCD.AABCFEH.BCFEHJNNF..JKK.. V98 B99 C99 D99 E99 J99 F99 K97 
13 9 4	.VV.D...BCD.AABCFEH.BCFEHJNNF..J..KK V99 B99 C99 D99 E97 J99 F99 K97 
14 10 4	.VV.D...BCD.AABCFE..BCFEHJNNF.HJ..KK V99 B99 C99 D99 E97 H99 J99 F99 K97 
14 10 4	..VVD...BCD.AABCFE..BCFEHJNNF.HJ..KK V98 B99 C99 D99 E97 H99 J99 F99 K97 
