9 0 9	.B....SB.CDESAACDEHHHGDE..VG....VWW. 
17 8 9	.B.C...B.CD..AAGDEHHHGDES.V..ES.V.WW S97 C99 E99 H98 G97 W99 
17 8 9	.B..DE.B.CDE.AACDESHHH..S.VG....VGWW S98 C98 D99 E99 H99 G99 W99 
17 8 9	.B.....B.C...AACDE.HHHDES.VGDES.VGWW S97 C98 D99 E99 H99 G99 W99 
17 8 9	SB....SB.CD.AA.CDE.HHHDE..VG.E..VGWW S99 C98 E99 A99 H99 G99 W99 
17 8 9	SB....SB.C.EAA.CDE.HHHDE..VGD...VGWW S99 C98 D99 A99 H99 G99 W99 
17 8 9	SB..DESB.CDE.AACDE...HHH..VG....VGWW S99 C98 D99 E99 H97 G99 W99 
17 11 6	.BVCD..BVCD.AA..DESHHH.ES..G.E...GWW S98 C99 D99 E97 A99 H95 G99 V96 W99 
17 8 9	SB..DESB.CDE.AACDE.HHH....VG....VGWW S99 C98 D99 E99 H99 G99 W99 
17 11 6	.BVCD..BVCD.AA..DES.HHHES..G.E...GWW S98 C99 D99 E97 A99 H96 G99 V96 W99 
17 11 6	.BVCD..BVCDEAA..DES.HHHES..G.....GWW S98 C99 D99 E98 A99 H96 G99 V96 W99 
17 8 9	SB....SB.C...AACDE.HHHDE..VGDE..VGWW S99 C98 D99 E99 H99 G99 W99 
17 11 6	.BVCD..BVCDEAA..DESHHH.ES..G.....GWW S98 C99 D99 E98 A99 H95 G99 V96 W99 
17 8 9	.B..DE.B.CDE.AACDE...HHHS.VG..S.VGWW S97 C98 D99 E99 H97 G99 W99 
17 11 6	.BVCDE.BVCDE..AADESHHH..S..G.....GWW S98 C99 D99 E99 A97 H95 G99 V96 W99 
17 11 6	..VCDE..VCDE..AADES..HHHSB.G...B.GWW B96 V96 C99 D99 E99 A97 S98 H97 G99 W99 
17 8 9	.B..D..B.CD..AACDE..HHHES.VG.ES.VGWW S97 C98 D99 E99 H98 G99 W99 
17 11 6	..VCDE..VCDE.BAADESB.HHHS..G.....GWW B98 V96 C99 D99 E99 A97 S98 H97 G99 W99 
17 11 6	..VCDE..VCDE..AADESB.HHHSB.G.....GWW B97 V96 C99 D99 E99 A97 S98 H97 G99 W99 
17 11 6	...C.....C.E.AA.DEHHH.DESBVGD.SBVGWW B96 C99 D97 S97 A98 H96 G99 W99 
17 8 9	.B..DE.B.CDESAACDES..HHH..VG....VGWW S99 C98 D99 E99 H97 G99 W99 
17 11 6	..VCDE.BVCDE.BAADES..HHHS..G.....GWW B99 V96 C99 D99 E99 A97 S98 H97 G99 W99 
17 14 3	S..C..S..C...AA.D.HHHGDE.BVGDE.BVWWE B96 C99 D97 S99 E98 A98 H96 G98 W98 
17 11 6	...C.....CDE.AA.DEHHH.DESBVG..SBVGWW B96 C99 D98 S97 A98 H96 G99 W99 
17 8 9	.B..DE.B.CDE.AACDES.HHH.S.VG....VGWW S98 C98 D99 E99 H98 G99 W99 
17 11 6	...CD....CDE.AA.DEHHHG.ESBVG..SBV.WW B96 C99 D99 S97 A98 H96 G98 W99 
17 11 6	...CD....CDEAA..DEHHHG.ESBVG..SBV.WW B96 C99 D99 S97 A97 H96 G98 W99 
17 8 9	.B..D..B.CDEAA.CDE..HHHES.VG..S.VGWW S97 C98 D99 A99 H98 G99 W99 
17 11 6	...C.....C.E..AADEHHHGDESBVGD.SBV.WW B96 C99 D97 S97 A99 H96 G98 W99 
17 11 6	...C.....CDE..AADEHHHGDESBVG..SBV.WW B96 C99 D98 S97 A99 H96 G98 W99 
17 8 9	.B..DE.B.CDESAACDES.HHH...VG....VGWW S99 C98 D99 E99 H98 G99 W99 
17 11 6	.BVCDE.BVCDE.AA.DESHHH..S..G.....GWW S98 C99 D99 E99 A98 H95 G99 V96 W99 
17 11 6	...C.....CDEAA..DESHHHDESBVG...BVGWW B96 C99 D98 S98 A97 H97 G99 W99 
17 8 9	.B..DE.B.CDESAACDESHHH....VG....VGWW S99 C98 D99 E99 H99 G99 W99 
17 11 6	.BVCDE.BVCDE.AA.DES.HHH.S..G.....GWW S98 C99 D99 E99 A98 H96 G99 V96 W99 
17 11 6	...C.....CDEAA..DE.HHHDESBVG..SBVGWW B96 C99 D98 S97 A97 H97 G99 W99 
17 8 9	SB..DESB.CDE.AACDE..HHH...VG....VGWW S99 C98 D99 E99 H98 G99 W99 
17 8 9	.B..D..B.CD.SAACDES.HHHE..VG.E..VGWW S99 C98 D99 E99 H98 G99 W99 
17 8 9	.B.CD..B.CDE.AAGDEHHHG.ES.V...S.V.WW S97 C99 D99 H96 G97 W99 
17 8 9	.B..D..B..DE.AACDEHHHC.ES.VG..S.VGWW S97 C97 D99 H96 G99 W99 
17 11 6	.BVC.E.BVC.EAA..DESHHHD.S..GD....GWW S98 C99 D97 E99 A99 H95 G99 V96 W99 
17 11 6	.BVC.E.BVCDEAA..DESHHHD.S..G.....GWW S98 C99 D98 E99 A99 H95 G99 V96 W99 
17 11 6	.BVC.E.BVC.EAA..DE.HHHD.S..GD.S..GWW S97 C99 D97 E99 A99 H95 G99 V96 W99 
17 11 6	.BVCDE.BVCDE.AA.DE..HHH.S..G..S..GWW S97 C99 D99 E99 A98 H96 G99 V96 W99 
17 11 6	.BVC.E.BVCDEAA..DE.HHHD.S..G..S..GWW S97 C99 D98 E99 A99 H95 G99 V96 W99 
17 11 6	.BVCD..BVCDEAA..DE..HHHES..G..S..GWW S97 C99 D99 E98 A99 H96 G99 V96 W99 
17 8 9	SB..D.SB.CDEAA.CDE..HHHE..VG....VGWW S99 C98 D99 A99 H98 G99 W99 
17 11 6	.BVCDE.BVCDEAA..DEHHHG..S..G..S...WW S97 C99 D99 E99 A99 H94 G98 V96 W99 
17 11 6	.BVCDE.BVCDE.AA.DEHHH...S..G..S..GWW S97 C99 D99 E99 A98 H94 G99 V96 W99 
17 11 6	.BVCD..BVCD.AA..DEHHH..ES..G.ES..GWW S97 C99 D99 E97 A99 H94 G99 V96 W99 
17 11 6	.BVCD..BVCDEAA..DEHHH..ES..G..S..GWW S97 C99 D99 E98 A99 H94 G99 V96 W99 
17 8 9	.B..DE.B.CDE.AACDES..HHHS.VG....VGWW S98 C98 D99 E99 H97 G99 W99 
17 11 6	.BVC.E.BVC.EAA..DEHHH.D.S..GD.S..GWW S97 C99 D97 E99 A99 H94 G99 V96 W99 
17 11 6	.BVC.E.BVCDEAA..DEHHH.D.S..G..S..GWW S97 C99 D98 E99 A99 H94 G99 V96 W99 
17 8 9	.B..D..B.CDEAA.CDES.HHHES.VG....VGWW S98 C98 D99 A99 H98 G99 W99 
17 8 9	.B..D..B.CD..AACDES.HHHES.VG.E..VGWW S98 C98 D99 E99 H98 G99 W99 
17 11 6	.BVCDE.BVCDE..AADE..HHH.S..G..S..GWW S97 C99 D99 E99 A97 H96 G99 V96 W99 
17 11 6	..VCDE..VCDE..AADE...HHHSB.G..SB.GWW B96 V96 C99 D99 E99 A97 H97 S97 G99 W99 
17 11 6	..VCDE..VCDE..AADE.B.HHHSB.G..S..GWW B97 V96 C99 D99 E99 A97 H97 S97 G99 W99 
17 8 9	.B..D..B.CDE.AACDEHHH..ES.VG..S.VGWW S97 C98 D99 H96 G99 W99 
17 8 9	SB..DESB.CDEAA.CDEHHH.....VG....VGWW S99 C98 D99 E99 A99 G99 W99 
17 11 6	..VCDE..VCDE.BAADE.B.HHHS..G..S..GWW B98 V96 C99 D99 E99 A97 H97 S97 G99 W99 
17 14 3	S..C..S..CD.AA..D.HHHGDE.BVG.E.BVWWE B96 C99 D98 S99 E98 A97 H96 G98 W98 
17 11 6	..VCDE.BVCDE.BAADE...HHHS..G..S..GWW B99 V96 C99 D99 E99 A97 H97 S97 G99 W99 
17 8 9	.B..DE.B.CDE.AACDE..HHH.S.VG..S.VGWW S97 C98 D99 E99 H98 G99 W99 
17 11 6	SBVCD.SBVCDEAA..DE.HHH.E...G.....GWW S99 C99 D99 E98 A99 H95 G99 V96 W99 
17 8 9	SB....SB....AA.CDEHHHCDE..VGDE..VGWW S99 C97 D99 E99 A99 G99 W99 
17 11 6	SBVC.ESBVC.EAA..DE.HHHD....GD....GWW S99 C99 D97 E99 A99 H95 G99 V96 W99 
17 14 3	S..C..S..C..AA..D.HHHGDE.BVGDE.BVWWE B96 C99 D97 S99 E98 A97 H96 G98 W98 
17 11 6	SBVC.ESBVCDEAA..DE.HHHD....G.....GWW S99 C99 D98 E99 A99 H95 G99 V96 W99 
17 8 9	SB..DESB..DEAA.CDEHHHC....VG....VGWW S99 C97 D99 E99 A99 G99 W99 
17 11 6	..VCDE..VCDEAA..DE.B.HHHSB.G..S..GWW B97 C99 D99 E99 A97 H97 S97 V96 G99 W99 
17 8 9	SB....SB.C..AA.CDEHHH.DE..VGDE..VGWW S99 C98 D99 E99 A99 G99 W99 
17 11 6	...CD....CD.AA..DEHHH..ESBVG.ESBVGWW B96 C99 D99 A97 E99 H96 S97 G99 W99 
17 11 6	...C.....C....AADEHHH.DESBVGDESBVGWW B96 C99 D97 A99 E99 H96 S97 G99 W99 
17 8 9	SB...ESB...EAA.CDEHHHCD...VGD...VGWW S99 C97 D99 E99 A99 G99 W99 
17 11 6	...C.....CD...AADEHHH.DESBVG.ESBVGWW B96 C99 D98 A99 E99 H96 S97 G99 W99 
17 8 9	SB...ESB.C.EAA.CDEHHH.D...VGD...VGWW S99 C98 D99 E99 A99 G99 W99 
18 9 9	.B.....B.C..AA.CDE.HHHDES.VGDES.VGWW S97 C98 D99 E99 A99 H99 G99 W99 
18 12 6	S..C..S..C...AA.DE.HHHDE.BVGDE.BVGWW B96 C99 D97 S99 E99 A98 H97 G99 W99 
18 12 6	S..C..S..CDEAA..DEHHHGDE.BVG...BV.WW B96 C99 D98 S99 A97 H96 G98 W99 
18 12 6	SBVCD.SBVCD..AA.DE.HHH.E...G.E...GWW S99 C99 D99 E97 A98 H95 G99 V96 W99 
18 12 6	S..C..S..CD..AA.DE.HHHDE.BVG.E.BVGWW B96 C99 D98 S99 E99 A98 H97 G99 W99 
18 12 6	...C.E...C.ESAA.DESHHHD..BVGD..BVGWW B96 C99 D97 E99 S99 A98 H95 G99 W99 
18 12 6	...C.E...C.EAA..DESHHHD.SBVGD..BVGWW B96 C99 D97 E99 S98 A97 H95 G99 W99 
18 12 6	...C..S..CD.SAA.DEHHHGDE.BVG.E.BV.WW B96 C99 D98 E99 A98 H96 G98 W99 
18 12 6	...C.....C..AA..DE.HHHDESBVGDESBVGWW B96 C99 D97 A97 E99 H97 S97 G99 W99 
18 9 9	.B..DE.B.CDEAA.CDES..HHHS.VG....VGWW S98 C98 D99 E99 A99 H97 G99 W99 
18 12 6	.BVCDESBVCDES.AADE..HHH....G.....GWW S96 C99 D99 E99 A97 H96 G99 V96 W99 
18 9 9	.B.CDE.B.CDEAAV.DES.VHHHS..G.....GWW S98 C99 D99 E99 A99 H97 G99 V98 W99 
18 12 6	...C.E...C.E..AADEHHHGD.SBVGD.SBV.WW B96 C99 D97 E99 S97 A99 H94 G98 W99 
18 12 6	...C.E...CDE..AADEHHHGD.SBVG..SBV.WW B96 C99 D98 E99 S97 A99 H94 G98 W99 
18 9 9	.B.....B.....AACDEHHHCDES.VGDES.VGWW S97 C97 D99 E99 H98 G99 W99 
18 12 6	...C.E...CDESAA.DESHHHD..BVG...BVGWW B96 C99 D98 E99 S99 A98 H95 G99 W99 
18 12 6	...CDE...CDE.AA.DEHHHG..SBVG..SBV.WW B96 C99 D99 E99 S97 A98 H94 G98 W99 
18 12 6	SBVCD.SBVCD..AA.DE..HHHE...G.E...GWW S99 C99 D99 E97 A98 H96 G99 V96 W99 
18 12 6	...C.E...CDEAA..DE.HHHD.SBVG..SBVGWW B96 C99 D98 E99 S97 A97 H95 G99 W99 
18 12 6	SBVCD.SBVCD...AADE..HHHE...G.E...GWW S99 C99 D99 E97 A97 H96 G99 V96 W99 
18 9 9	SB..D.SB.CD.AA.CDE.HHH.E..VG.E..VGWW S99 C98 D99 E99 A99 H99 G99 W99 
18 12 6	...C.....CD..AA.DE.HHHDESBVG.ESBVGWW B96 C99 D98 S97 E99 A98 H97 G99 W99 
18 12 6	.BVCDESBVCDESAA.DEHHH......G.....GWW S98 V96 C99 D99 E99 A98 H94 G99 W99 
18 12 6	S..C.ES..C.E.AA.DE.HHHD..BVGD..BVGWW B96 C99 D97 S99 E99 A98 H97 G99 W99 
18 12 6	S.VCDES.VCDE..AADEHHH....B.G...B.GWW B96 S99 C99 D99 E99 A97 H94 G99 V96 W99 
18 12 6	...C.....C...AA.DE.HHHDESBVGDESBVGWW B96 C99 D97 S97 E99 A98 H97 G99 W99 
18 12 6	...C.E...CDE.AA.DESHHHD.SBVG...BVGWW B96 C99 D98 S98 E99 A98 H97 G99 W99 
18 12 6	.BVCDESBVCDES.AADEHHH......G.....GWW S98 V96 C99 D99 E99 A97 H94 G99 W99 
18 12 6	SBVCDESBVCDEAA..DEHHHG.....G..WW.... S99 C99 D99 E99 A99 H94 G98 V96 W95 
16 13 3	SBVC.ESBVC.EAA...EHHHGD....GD.WW..D. S99 C99 D96 E99 A99 H94 G98 V96 W95 
14 14 0	SBVC..SBVC..AA....HHHGDE...GDEWW..DE S99 C99 D96 E96 A99 H94 G98 V96 W95 
15 15 0	SBVC..SBVC...AA...HHHGDE...GDEWW..DE S99 C99 D96 E96 A98 H94 G98 V96 W95 
15 15 0	SBVC..SBVC....AA..HHHGDE...GDEWW..DE S99 C99 D96 E96 A97 H94 G98 V96 W95 
15 15 0	SBVC..SBVC.....AA.HHHGDE...GDEWW..DE S99 C99 D96 E96 A96 H94 G98 V96 W95 
15 15 0	SBVC..SBVC......AAHHHGDE...GDEWW..DE S99 C99 D96 E96 A95 H94 G98 V96 W95 
