3 0 3	.C....BC.PTUBAAPTUYYYOTU..DOLL..D... 
14 11 3	.CDPTU.CDPTUAA.OTUYYYO..B.LL..B..... B97 P99 T99 U99 A99 Y94 O97 D96 L98 
14 12 2	.CDP.U.CDP.UAA.O.UYYYOT.B.LLT.B...T. B97 P99 T96 U99 A99 Y94 O97 D96 L98 
14 13 1	.CDP...CDP..AA.O..YYYOTUB.LLTUB...TU B97 P99 T96 U96 A99 Y94 O97 D96 L98 
14 12 2	.CDPT..CDPT.AA.OT.YYYO.UB.LL.UB....U B97 P99 T99 U96 A99 Y94 O97 D96 L98 
14 11 3	B...TUB..PTU.AAPTU.YYY...CDOLL.CDO.. C96 B99 P98 T99 U99 A98 Y97 O99 
14 11 3	.CDPTU.CDPTUAA.OTUYYYO..BLL...B..... B97 P99 T99 U99 A99 Y94 O97 D96 L97 
14 12 2	.CDPTU.CDPTUAA..TUYYYO..BLLO..B..... B97 P99 T99 U99 A99 Y94 O96 D96 L97 
14 13 1	.CDP.U.CDP.UAA...UYYYOT.BLLOT.B...T. B97 P99 T96 U99 A99 Y94 O96 D96 L97 
14 14 0	.CDP...CDP..AA....YYYOTUBLLOTUB...TU B97 P99 T96 U96 A99 Y94 O96 D96 L97 
14 13 1	.CDPT..CDPT.AA..T.YYYO.UBLLO.UB....U B97 P99 T99 U96 A99 Y94 O96 D96 L97 
14 12 2	.CDPTU.CDPTUAA..TUYYY...BLLO..B..O.. B97 P99 T99 U99 A99 Y94 O95 D96 L97 
14 11 3	.CDP.U.CDPTUAA.OTUYYYOT.B...LLB..... B97 P99 T98 U99 A99 Y94 O97 D96 
14 11 3	BCD...BCDPTU.AAPTUYYY.TU...OLL...O.. B99 T98 U98 A98 Y94 O99 D96 
14 11 3	.........PTU.AAPTUBYYYTUBCDOLL.CDO.. P98 T98 A98 B98 Y97 C96 O99 
14 11 3	...P.....PTUAA.OTUYYYOTUBCD.LLBCD... C96 P99 T98 A97 Y96 B97 O97 
14 11 3	....TU...PTU.AAPTU.YYY..BCDOLLBCDO.. P98 T99 U99 A98 Y95 B97 C96 O99 
14 11 3	B.....B..PTUAA.PTU.YYYTU.CDOLL.CDO.. C96 B99 P98 T98 A97 Y97 O99 
14 11 3	BCD.T.BCDPTU.AAPTUYYYO.U...OLL...... B99 T99 U98 A98 Y94 O98 D96 
14 11 3	.CDPTU.CDPTUAA.OTUYYYO..B..LL.B..... B97 P99 T99 U99 A99 Y94 O97 D96 L99 
14 11 3	...P..B..PTUBAAOTUYYYOTU.CDLL..CD... C96 P99 T98 A98 Y96 O97 L99 
14 11 3	.CD.T.BCDPTUBAAPTUYYY..U...OLL...O.. B98 D96 T99 U98 A98 Y94 O99 
14 11 3	BCD...BCDPTUAA.PTUYYYOTU...OLL...... B99 T98 U98 A99 Y94 O98 D96 
14 11 3	BCDPTUBCDPTU.AAOTUYYYO......LL...... B99 P99 T99 U99 A98 Y94 O97 D96 
14 11 3	B...TUB..PTUAA.PTU.CDYYY.CDOLL...O.. C97 P98 T99 U99 B99 A97 Y97 D99 O99 
14 11 3	BCDP.UBCDPTUAA.OTUYYYOT.....LL...... B99 P99 T98 U99 A99 Y94 O97 D96 
14 11 3	.C.PT..CDPTUAAD.TU.YYY.UB..OLLB..O.. B97 P99 T99 U98 A99 Y95 O99 D95 
14 11 3	B...TUB..PTU.AAPTUYYY....CDOLL.CDO.. C96 B99 P98 T99 U99 A98 Y96 O99 
14 11 3	....TU...PTU.AAPTUYYY...BCDOLLBCDO.. P98 T99 U99 A98 Y94 B97 C96 O99 
14 11 3	.........PTUAA.PTUYYY.TUBCDOLLBCDO.. P98 T98 A97 Y96 B97 C96 O99 
14 11 3	.C.PTU.C.PTUAA.OTUYYYO..B.DLL.B.D... B97 P99 T99 U95 A99 Y98 O97 L99 
14 11 3	....T....PTU.AAPTUYYYO.UBCDOLLBCD... P98 T99 A98 Y96 O98 B97 C96 
14 11 3	....TU...PTUBAAPTUBYYY...CDOLL.CDO.. P98 T99 U99 B99 A98 Y97 C96 O99 
14 11 3	..D.TU..DPTUAA.PTU...YYYBC.OLLBC.O.. C96 P98 T99 U99 A97 Y97 B97 D96 O99 
14 11 3	....TU...PTUAA.PTU.YYY..BCDOLLBCDO.. P98 T99 U99 A97 Y95 B97 C96 O99 
14 11 3	B...TUB...TUAA.PTUYYYP...CDOLL.CDO.. C96 B99 P97 T99 U99 A97 Y96 O99 
14 11 3	....TUB..PTUBAAPTUYYYO...CDOLL.CD... P98 T99 U99 A98 Y94 O98 C96 
14 11 3	B...TUB..PTUAA.PTUYYY....CDOLL.CDO.. C96 B99 P98 T99 U99 A97 Y96 O99 
14 11 3	B.....B...TUAA.PTUYYYPTU.CDOLL.CDO.. C96 B99 P97 T98 A97 Y96 O99 
14 11 3	B..PTUB..PTU.AAOTUYYYO...CD.LL.CD... C96 B99 P99 T99 U99 A98 Y96 O97 
14 11 3	B.....B..PTUAA.PTUYYY.TU.CDOLL.CDO.. C96 B99 P98 T98 A97 Y96 O99 
14 11 3	....TU...PTU.AAPTUBYYY..BCDOLL.CDO.. P98 T99 U99 A98 B98 Y97 C96 O99 
14 11 3	B.....B...TU.AAPTUYYYPTU.CDOLL.CDO.. C96 B99 P97 T98 A98 Y96 O99 
14 11 3	.....UB...TUBAAPTUYYYPT..CDOLL.CDO.. P97 U99 T98 A98 Y96 C96 O99 
14 11 3	.....UB..PTUBAAPTUYYY.T..CDOLL.CDO.. P98 U99 T98 A98 Y96 C96 O99 
14 11 3	B..P..B..PTU.AAOTUYYYOTU.CD.LL.CD... C96 B99 P99 T98 A98 Y96 O97 
14 11 3	......B..PTUBAAPTUYYYOTU.CDOLL.CD... P98 T98 A98 Y96 O98 C96 
14 11 3	B.....B..PTU.AAPTUYYY.TU.CDOLL.CDO.. C96 B99 P98 T98 A98 Y96 O99 
14 11 3	BC.PTUBCDPTUAAD.TUYYYO.....OLL...... B99 P99 T99 U99 A99 Y94 O98 D95 
14 11 3	BCD..UBCD.TUAA.PTUYYYPT....OLL...O.. B99 P97 T98 U99 A99 Y94 O99 D96 
14 11 3	B...T.B..PTU.AAPTUYYYO.U.CDOLL.CD... C96 B99 P98 T99 A98 Y96 O98 
14 11 3	BC.P.UBCDPTUAAD.TUYYY.T....OLL...O.. B99 P99 T98 U99 A99 Y94 O99 D95 
14 11 3	.C.PT..C.PT.AA.OTUYYYO.UB.DLLUB.D... B97 P99 T99 U97 A99 Y98 O97 L99 
14 11 3	BCD.TUBCD.TU.AAPTUYYYP.....OLL...O.. B99 P97 T99 U99 A98 Y94 O99 D96 
14 11 3	...P.UB..PTUBAAOTUYYYOT..CD.LL.CD... C96 P99 T98 U99 A98 Y96 O97 
14 11 3	.CDPT..CDPTUAA.OTUYYYO.UB...LLB..... B97 P99 T99 U98 A99 Y94 O97 D96 
14 11 3	.........PTU.AAPTU.YYYTUBCDOLLBCDO.. P98 T98 A98 Y97 B97 C96 O99 
14 11 3	...PTUB..PTUBAAOTUYYYO...CDLL..CD... C96 P99 T99 U99 A98 Y94 O97 L99 
14 11 3	B.....B..PTU.AAPTU.YYYTU.CDOLL.CDO.. C96 P98 T98 B99 A98 Y97 O99 
14 11 3	.........PTUAA.PTUBYYYTUBCDOLL.CDO.. P98 T98 A97 B98 Y97 C96 O99 
14 11 3	BCD..UBCDPTU.AAPTUYYYOT....OLL...... B99 T98 U99 A98 Y94 O98 D96 
14 11 3	BCD.T.BCD.TUAA.PTUYYYP.U...OLL...O.. B99 P97 T99 U98 A99 Y94 O99 D96 
14 11 3	BC.PT.BCDPTUAAD.TUYYY..U...OLL...O.. B99 P99 T99 U98 A99 Y94 O99 D95 
14 11 3	....T....PTUAA.PTUYYYO.UBCDOLLBCD... P98 T99 A97 Y96 O98 B97 C96 
14 11 3	.CD..U.CD.TUAA.PTUYYYPT.B..OLLB..O.. B97 P97 T98 U99 A99 Y94 O99 D96 
14 11 3	.C.P.U.CDPTUAAD.TU.YYYT.B..OLLB..O.. B97 P99 T98 U99 A99 Y95 O99 D95 
14 11 3	.C.P.U.CDPTUAAD.TUYYY.T.B..OLLB..O.. B97 P99 T98 U99 A99 Y94 O99 D95 
14 11 3	.........PTUAA.PTU.YYYTUBCDOLLBCDO.. P98 T98 A97 Y97 B97 C96 O99 
14 11 3	.CD.TU.CD.TU.AAPTUYYYP..B..OLLB..O.. B97 P97 T99 U99 A98 Y94 O99 D96 
14 11 3	B..P..B..PTUAA.OTUYYYOTU.CD.LL.CD... C96 B99 P99 T98 A97 Y96 O97 
14 11 3	.CD.TUBCDPTUBAAPTUYYYO.....OLL...... B98 D96 T99 U99 A98 Y94 O98 
14 11 3	.CD.T..CD.TUAA.PTUYYYP.UB..OLLB..O.. B97 P97 T99 U98 A99 Y94 O99 D96 
14 11 3	.C.PT..CDPTUAAD.TUYYY..UB..OLLB..O.. B97 P99 T99 U98 A99 Y94 O99 D95 
14 11 3	....TU...PTU.AAPTUB.DYYYBCDOLL.C.O.. P98 T99 U99 A98 B98 D99 Y97 C96 O99 
14 11 3	B...TUB..PTU.AAPTU..DYYY.CDOLL.C.O.. C96 P98 T99 U99 B99 A98 Y97 D99 O99 
14 11 3	.C.PTU.CDPTUAAD.TUYYYO..B..OLLB..... B97 P99 T99 U99 A99 Y94 O98 D95 
14 11 3	...PT....PTUAA.OTUYYYO.UBCDLL.BCD... C96 P99 T99 A97 Y96 B97 O97 L99 
14 12 2	...PT....PT.AA.OT.YYYO.UBCDLLUBCD..U C96 P99 T99 U98 A97 Y96 B97 O97 L99 
14 11 3	...PT....PTU.AAOTUYYYO.UBCDLL.BCD... C96 P99 T99 A98 Y96 B97 O97 L99 
14 11 3	.........PTUBAAPTUBYYYTU.CDOLL.CDO.. P98 T98 B99 A98 Y97 C96 O99 
14 11 3	....TU...PTU.AAPTUBCDYYYBCDOLL...O.. P98 T99 U99 A98 B98 C97 D99 Y97 O99 
14 11 3	.C.PT..CDPTUAAD.TUB.YYYUB..OLL...O.. B98 P99 T99 U98 A99 Y96 O99 D95 
14 11 3	.C.P.U.CDPTUAAD.TUBYYYT.B..OLL...O.. B98 P99 T98 U99 A99 Y95 O99 D95 
14 11 3	....TU...PTUBAAPTUBCDYYY.CDOLL...O.. P98 T99 U99 B99 A98 C97 D99 Y97 O99 
14 11 3	....TU...PTUBAAPTUB.DYYY.CDOLL.C.O.. P98 T99 U99 B99 A98 D99 Y97 C96 O99 
14 11 3	.C.PT..CDPTUAAD.TUBYYY.UB..OLL...O.. B98 P99 T99 U98 A99 Y95 O99 D95 
14 11 3	..D.TU..DPTUAA.PTU.C.YYYBC.OLLB..O.. C97 P98 T99 U99 A97 Y97 B97 D96 O99 
14 11 3	....TU...PTUAA.PTU..DYYYBCDOLLBC.O.. P98 T99 U99 A97 D99 Y97 B97 C96 O99 
14 11 3	.CD.T..CDPTU.AAPTUYYYO.UB..OLLB..... B97 T99 U98 A98 Y94 O98 D96 
14 11 3	.........PTU.AAPTUYYY.TUBCDOLLBCDO.. P98 T98 A98 Y96 B97 C96 O99 
14 11 3	....TU....TUAA.PTUYYYP..BCDOLLBCDO.. P97 T99 U99 A97 Y94 B97 C96 O99 
14 11 3	....TU...PTUAA.PTUYYY...BCDOLLBCDO.. P98 T99 U99 A97 Y94 B97 C96 O99 
14 11 3	.CD....CDPTU.AAPTUYYY.TUB..OLLB..O.. B97 T98 U98 A98 Y94 O99 D96 
14 11 3	BC.P.UBCDPTUAAD.TU.YYYT....OLL...O.. B99 P99 T98 U99 A99 Y95 O99 D95 
14 11 3	B...TUB...TU.AAPTUYYYP...CDOLL.CDO.. C96 B99 P97 T99 U99 A98 Y96 O99 
14 11 3	BC.PT.BCDPTUAAD.TU.YYY.U...OLL...O.. B99 P99 T99 U98 A99 Y95 O99 D95 
14 11 3	.CD..UBCDPTUBAAPTUYYY.T....OLL...O.. B94 T98 U99 A98 Y94 O99 D96 
14 11 3	B...TUB..PTUAA.PTU..DYYY.CDOLL.C.O.. C96 P98 T99 U99 B99 A97 Y97 D99 O99 
14 11 3	...PTU...PTU.AAOTUYYYO..BCD.LLBCD... C96 P99 T99 U99 A98 Y94 B97 O97 
14 11 3	BCDPTUBCDPTUAA.OTUYYYO..LL.......... B99 P99 T99 U99 A99 Y94 O97 D96 L96 
14 12 2	BCDP.UBCDP.UAA.O.UYYYOT.LL..T.....T. B99 P99 T96 U99 A99 Y94 O97 D96 L96 
14 13 1	BCDP..BCDP..AA.O..YYYOTULL..TU....TU B99 P99 T96 U96 A99 Y94 O97 D96 L96 
14 14 0	BCDP..BCDP..AA....YYYOTULL.OTU....TU B99 P99 T96 U96 A99 Y94 O96 D96 L96 
14 14 0	BCDP..BCDP..AA....YYY.TULL.OTU...OTU B99 P99 T96 U96 A99 Y94 O95 D96 L96 
14 13 1	BCDP.UBCDP.UAA...UYYYOT.LL.OT.....T. B99 P99 T96 U99 A99 Y94 O96 D96 L96 
14 13 1	BCDP.UBCDP.UAA...UYYY.T.LL.OT....OT. B99 P99 T96 U99 A99 Y94 O95 D96 L96 
14 12 2	BCDPT.BCDPT.AA.OT.YYYO.ULL...U.....U B99 P99 T99 U96 A99 Y94 O97 D96 L96 
14 12 2	BCDPTUBCDPTUAA..TUYYYO..LL.O........ B99 P99 T99 U99 A99 Y94 O96 D96 L96 
14 12 2	BCDPTUBCDPTUAA..TUYYY...LL.O.....O.. B99 P99 T99 U99 A99 Y94 O95 D96 L96 
14 11 3	....TU...PTUAA.PTU.CDYYYBCDOLLB..O.. P98 T99 U99 A97 C97 D99 Y97 B97 O99 
14 11 3	...PT.B..PT.BAAOTUYYYO.U.CDLLU.CD... C96 P99 T99 U99 A98 Y96 O97 L99 
14 11 3	B...T.B..PTUAA.PTUYYYO.U.CDOLL.CD... C96 B99 P98 T99 A97 Y96 O98 
14 11 3	.CD..U.CDPTU.AAPTUYYYOT.B..OLLB..... B97 T98 U99 A98 Y94 O98 D96 
14 11 3	.C.PT..CDPTUAAD.TU..YYYUB..OLLB..O.. B97 P99 T99 U98 A99 Y96 O99 D95 
14 11 3	...PTU...PTUAA.OTUYYYO..BCD.LLBCD... C96 P99 T99 U99 A97 Y94 B97 O97 
14 11 3	.....UB..PTUBAAPTU.YYYT..CDOLL.CDO.. P98 U99 T98 A98 Y97 C96 O99 
14 11 3	....TU...PTUAA.PTUBCDYYYBCDOLL...O.. P98 T99 U99 A97 B98 C97 D99 Y97 O99 
14 11 3	....TU....TU.AAPTUYYYP..BCDOLLBCDO.. P97 T99 U99 A98 Y94 B97 C96 O99 
14 11 3	BCDPTUBCDPTUAA.OTUYYYO...LL......... B99 P99 T99 U99 A99 Y94 O97 D96 L97 
14 11 3	BCDPTUBCDPTUAA.OTUYYYO.....LL....... B99 P99 T99 U99 A99 Y94 O97 D96 L99 
14 11 3	B.D.TUB.DPTUAA.PTU.C.YYY.C.OLL...O.. C97 P98 T99 U99 B99 A97 Y97 D96 O99 
14 11 3	BCDPTUBCDPTUAA.OTUYYYO....LL........ B99 P99 T99 U99 A99 Y94 O97 D96 L98 
14 11 3	....TU...PTUAA.PTUBYYY..BCDOLL.CDO.. P98 T99 U99 A97 B98 Y97 C96 O99 
14 10 4	.C..T..CDPTUAADPTUB.YYYUB..OLL...O.. B98 T99 U98 A99 Y96 O99 D95 
14 10 4	.C...U.CDPTUAADPTU.YYYT.B..OLLB..O.. B97 T98 U99 A99 Y95 O99 D95 
14 10 4	BC..T.BCDPTUAADPTU.YYY.U...OLL...O.. B99 T99 U98 A99 Y95 O99 D95 
14 10 4	.C..T..CDPTUAADPTU..YYYUB..OLLB..O.. B97 T99 U98 A99 Y96 O99 D95 
14 10 4	.C..T..CDPTUAADPTU.YYY.UB..OLLB..O.. B97 T99 U98 A99 Y95 O99 D95 
14 10 4	BC...UBCDPTUAADPTUYYY.T....OLL...O.. B99 T98 U99 A99 Y94 O99 D95 
14 10 4	.C..T..CDPTUAADPTUBYYY.UB..OLL...O.. B98 T99 U98 A99 Y95 O99 D95 
14 10 4	.C..T..CDPTUAADPTUYYY..UB..OLLB..O.. B97 T99 U98 A99 Y94 O99 D95 
14 10 4	.C...U.CDPTUAADPTUYYY.T.B..OLLB..O.. B97 T98 U99 A99 Y94 O99 D95 
14 10 4	.C..TU.CDPTUAADPTUYYYO..B..OLLB..... B97 T99 U99 A99 Y94 O98 D95 
14 10 4	BC..T.BCDPTUAADPTUYYY..U...OLL...O.. B99 T99 U98 A99 Y94 O99 D95 
14 10 4	BC..TUBCDPTUAADPTUYYYO.....OLL...... B99 T99 U99 A99 Y94 O98 D95 
14 10 4	.C...U.CDPTUAADPTUBYYYT.B..OLL...O.. B98 T98 U99 A99 Y95 O99 D95 
14 10 4	BC...UBCDPTUAADPTU.YYYT....OLL...O.. B99 T98 U99 A99 Y95 O99 D95 
14 10 4	BC..T.BCDPTUAADPTU..YYYU...OLL...O.. B99 T99 U98 A99 Y96 O99 D95 
15 15 0	.CDP...CDP...AA...YYYOTUBLLOTUB...TU B97 P99 T96 U96 A98 Y94 O96 D96 L97 
15 15 0	.CDP...CDP....AA..YYYOTUBLLOTUB...TU B97 P99 T96 U96 A97 Y94 O96 D96 L97 
15 15 0	BCDP..BCDP..AA....YYY.TU.LLOTU...OTU B99 P99 T96 U96 A99 Y94 O95 D96 L95 
15 15 0	.CDP...CDP.....AA.YYYOTUBLLOTUB...TU B97 P99 T96 U96 A96 Y94 O96 D96 L97 
15 15 0	.CDP...CDP......AAYYYOTUBLLOTUB...TU B97 P99 T96 U96 A95 Y94 O96 D96 L97 
